id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
metaplex,mplx,Metaplex,0.243802,185016271,394,244156116.0,1409191.0,0.246795,0.242321,-0.002834010513675822,-1.14906,-1466098.7134768069,-0.78619,757778566.0,1000000000.0,1000000000.0,-72.82777,863.76603
ski-mask-dog,ski,Ski Mask Dog,0.184889,184904888,395,184904888.0,4650289.0,0.202952,0.170868,-0.006403436829074488,-3.34746,-6322264.22650829,-3.30615,1000000000.0,1000000000.0,1000000000.0,-48.4919,45719.35264
singularitynet,agix,SingularityNET,0.572647,184833553,396,267465268.0,163148.0,0.592893,0.548612,-0.000142415567634058,-0.02486,-765030.5697571635,-0.4122,322219717.085302,466271308.5933167,2000000000.0,-60.73304,7577.44643
tars-protocol,tai,TARS AI,0.310433,183590180,397,280071124.0,14069441.0,0.31734,0.249547,0.03962041,14.63022,24541401.0,15.43011,586681333.5321538,894996126.4121538,1000000000.0,-36.97638,774.90876
solo-coin,solo,Sologenic,0.458718,183435172,398,183435172.0,1165874.0,0.478271,0.452497,-0.016866804080798325,-3.54654,-7320135.008397132,-3.83745,399198717.0,399198717.0,400000000.0,-92.97386,645.72296
origin-ether,oeth,Origin Ether,3241.35,181816435,399,181816435.0,81613.0,3313.7,3166.44,-63.793615009217774,-1.93013,-4073762.5845191777,-2.19149,56115.60286466854,56115.60286466854,56115.60286466854,-20.86948,112.23826
redbelly-network-token,rbnt,Redbelly Network,0.176951,180624785,408,1771039358.0,1374435.0,0.184947,0.169917,0.00382293,2.20816,3982866.0,2.25477,1019880129.0,10000000000.0,10000000000.0,-64.08743,7.04313
cookie,cookie,Cookie DAO,0.589179,180091957,400,597893710.0,268558417.0,0.753574,0.440591,0.087842,17.52144,28636774.0,18.90775,301205006.0,999981240.0,1000000000.0,-22.68093,2810.3106
waves,waves,Waves,1.8,180079451,401,180079451.0,19512718.0,1.97,1.73,-0.021435685479540112,-1.17989,-935209.0811561048,-0.51665,100000000.0,100000000.0,,-97.06281,1275.75719
mythos,myth,Mythos,0.234757,179418498,402,235228676.0,1412396.0,0.236984,0.231742,0.00117766,0.50418,1923492.0,1.08369,762740756.92,1000000000.0,1000000000.0,-88.2214,56.68558
simon-s-cat,cat,Simon's Cat,2.645e-05,179283675,403,215140650.0,19287317.0,2.761e-05,2.583e-05,-6.87764149092e-07,-2.53463,-4686614.209684044,-2.54748,6749954685572.773,8099954685572.773,9000000000000.0,-61.03471,141.3767
wilder-world,wild,Wilder World,0.552691,178999999,404,275958994.0,1737182.0,0.610327,0.541993,-0.025135922783916853,-4.35008,-9639073.161117017,-5.1098,324323545.47983027,500000000.0,500000000.0,-92.60913,63755.19126
orca,orca,Orca,3.35,178836801,405,335684917.0,57398216.0,3.57,3.28,-0.1952560790252038,-5.50896,-10830869.737211406,-5.71045,53275197.0,100000000.0,100000000.0,-83.5061,855.09277
yield-guild-games,ygg,Yield Guild Games,0.433132,178531350,406,434897691.0,38938617.0,0.448189,0.421208,-0.008993033053991129,-2.03405,-3798652.498840302,-2.08339,410462353.92051035,999875539.3527771,1000000000.0,-96.11011,245.9918
chromaway,chr,Chromia,0.212312,178372182,410,178372205.0,11638244.0,0.219653,0.205359,-0.002519466191862774,-1.17276,-1993714.6242533028,-1.10537,838914676.1839429,838914783.6071299,978064789.0,-85.74305,2331.4556
fuel-network,fuel,Fuel Network,0.04763334,178369220,407,477467519.0,16938008.0,0.051872,0.04658625,-0.003511777345497957,-6.8663,-13047243.805637896,-6.81616,3739814923.824966,10010920939.24603,,-42.56021,27.87123
oraichain-token,orai,Oraichain,10.54,178037236,409,195824883.0,5711211.0,11.16,10.53,-0.620720178580136,-5.56409,-10708398.948615134,-5.67346,16871285.0,18556890.0,19779272.0,-90.0241,1066.81781
nano,xno,Nano,1.32,176946314,411,176946314.0,1456949.0,1.36,1.27,-0.021025444250088565,-1.56207,-2535283.0174019933,-1.41256,133248290.0,133248290.0,133248290.0,-96.06016,4970.77167
marlin,pond,Marlin,0.02178959,176661768,412,218441393.0,8223576.0,0.02267341,0.02091274,-0.000591484448983871,-2.64279,-5616854.277096957,-3.08147,8087375977.0,10000000000.0,10000000000.0,-93.24241,234.61871
status,snt,Status,0.04405638,174604110,413,300003323.0,6560769.0,0.04622727,0.04316995,-0.000502960678926592,-1.12874,-1850272.410765916,-1.04858,3960483788.3096976,6804870174.0,,-93.56294,643.56592
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),0.174187,174492426,414,174492426.0,7092750.0,0.181618,0.163852,-0.006332302008095841,-3.50783,-6212499.475390643,-3.43792,999798155.0,999798155.0,1000000000.0,-53.50741,26071.55107
api3,api3,API3,1.48,174481084,415,216291581.0,10780828.0,1.52,1.43,-0.01975295736498839,-1.32051,-2075254.446894765,-1.17541,117994957.5274524,146269815.3767407,146269815.3767407,-85.64835,73.65328
bitkub-coin,kub,Bitkub Coin,1.96,174038210,416,215466551.0,180258.0,2.0,1.9,0.014768,0.76099,1913010.0,1.11141,88850000.0,110000000.0,110000000.0,-88.75057,407.73135
non-playable-coin,npc,Non-Playable Coin,0.02133278,172370873,417,172370873.0,7302074.0,0.02301393,0.02049646,0.00060164,2.9021,7213573.0,4.3677,8050126520.0,8050126520.0,8050126520.0,-67.74769,46688.04225
ousg,ousg,OUSG,109.54,170849947,418,170849947.0,0.0,109.54,109.54,0.0,0.0,0.0,0.0,1559650.310451121,1559650.310451121,,0.0,15.19936
lisk,lsk,Lisk,1.035,170680892,419,411246392.0,68688031.0,1.16,1.024,-0.07239348051478633,-6.53963,-11670954.366371363,-6.40024,166013265.8664866,400000000.0,400000000.0,-97.05651,911.08113
vvs-finance,vvs,VVS Finance,3.58e-06,170574475,420,334829012.0,349642.0,3.66e-06,3.48e-06,-1.8987271892e-08,-0.52798,-362273.5067847073,-0.21193,47621177144489.98,93477946980360.84,100000000000000.0,-98.91714,87.95188
reserve-protocol-eth-plus,eth+,ETHPlus,3359.23,169708059,421,169708059.0,1789100.0,3441.17,3300.99,-75.02064744159452,-2.18449,-2321334.141301155,-1.34938,50521.16125455078,50521.16125455078,,-20.20876,51.28553
degen-base,degen,Degen (Base),0.00967506,169258770,422,359369879.0,24954078.0,0.01037321,0.00958149,-0.000564048911117094,-5.50877,-10099301.34911564,-5.6308,17410498803.22,36965935954.0,36965935954.0,-84.89629,43127.55759
rcge,$rcge,RCGE,0.01421518,168805259,423,168805259.0,2.43,,,,,,,11875000000.0,11875000000.0,11875000000.0,-0.719,46.62045
department-of-government-efficiency,doge,Department Of Government Efficiency,0.17152,168598237,424,168598237.0,12795152.0,0.193063,0.162142,-0.01734485225826693,-9.18375,-16885166.04582432,-9.10333,979133700.9712416,979133700.9712416,1000000000.0,-66.8421,170547.45919
fwog,fwog,Fwog,0.169292,165198460,425,165198460.0,27275355.0,0.183081,0.159114,-0.007245266690599161,-4.1041,-7859560.469464272,-4.54158,975635328.0,975635328.0,975635328.0,-76.93496,1737.27694
netmind-token,nmt,NetMind Token,3.78,163695020,426,545316288.0,3068899.0,3.97,3.76,-0.17571557283343564,-4.43789,-7691185.297335595,-4.48763,43250569.29403041,144080375.2,144080375.2,-76.48381,220.69727
cheems-token,cheems,Cheems Token,7.93022e-07,162438788,427,162438788.0,21595612.0,8.53707e-07,7.76787e-07,-8.653310484e-09,-1.0794,-1558213.2179823816,-0.95015,203672952644644.47,203672952644644.47,219776051832671.0,-42.31014,13909.63512
wax,waxp,WAX,0.04598799,161342486,429,173599552.0,19983789.0,0.0481701,0.04533605,-0.001314178624721683,-2.77826,-6615972.72260952,-3.93905,3504099552.3982,3770303327.0,3770303327.0,-98.33877,188.72882
ampleforth,ampl,Ampleforth,1.12,161178846,428,182984486.0,771105.0,1.15,1.079,-0.01814437813317671,-1.6005,-10228398.08669117,-5.96731,144294090.25306726,163815417.4509791,,-72.54404,616.30891
iostoken,iost,IOST,0.00740733,158130335,431,158130335.0,58740793.0,0.00837506,0.00721208,-0.000507022258986817,-6.40636,-9337172.870727092,-5.57551,21315000000.0,21315000000.0,90000000000.0,-94.28593,362.7632
bora,bora,BORA,0.143547,157915814,432,173136615.0,20009258.0,0.159066,0.140419,-0.005078779684172585,-3.41717,-5271894.475518525,-3.23057,1099750000.0,1205750000.0,1205750000.0,-91.12433,2859.56759
pinlink,pin,PinLink,1.97,157506982,430,196883728.0,3787046.0,2.18,1.93,-0.18026899417802178,-8.3982,-14057601.185784638,-8.19377,80000000.0,100000000.0,100000000.0,-53.31581,5983.93977
oec-token,okt,OKT Chain,8.82,157069038,433,157069038.0,510263.0,9.15,8.58,-0.04544544084867042,-0.51254,-2212268.638768643,-1.38891,17847259.5,17847259.5,21000000.0,-96.48773,59.26888
moonwell-artemis,well,Moonwell,0.04955424,156139806,434,248339358.0,2709929.0,0.05146,0.04905579,-0.001128879031199417,-2.22733,-3675180.073599428,-2.29965,3143678214.0,5000000000.0,5000000000.0,-83.3724,1564.37363
zignaly,zig,ZIGChain,0.110108,155806486,435,215922209.0,1864127.0,0.117062,0.109158,-0.006117640640638203,-5.26358,-8777102.376211345,-5.33291,1412517905.2396517,1957517905.2396517,1957517905.2396517,-50.7167,2477.06401
tellor,trb,Tellor Tributes,58.34,154643890,436,158731804.0,24891376.0,59.7,56.74,-0.30477849394664247,-0.51974,-405031.44633451104,-0.26123,2643465.693591975,2713344.051479719,,-90.13485,584183.22728
elixir-staked-deusd,sdeusd,Elixir Staked deUSD,0.969711,154422219,437,154422219.0,1420.3,0.992203,0.961615,-0.018732949431922052,-1.8952,84941.0,0.05504,159061770.350798,159061770.350798,,-13.83815,3.82288
xai-blockchain,xai,Xai,0.208575,154163975,438,320025410.0,37776220.0,0.219569,0.200879,-0.003662436435238087,-1.72563,-3226184.502598524,-2.0498,738321817.2821764,1532665081.036374,2500000000.0,-86.85895,25.19921
basedai,basedai,BasedAI,4.27,152438877,439,152438877.0,3456262.0,4.43,3.84,0.03096685,0.72989,1173027.0,0.77547,35669420.0,35669420.0,,-62.01703,162.4219
balancer,bal,Balancer,2.45,151282664,441,163886545.0,8176837.0,2.52,2.37,-0.02986885872873568,-1.20235,-1529372.5574780405,-1.00082,61524290.71110543,66650091.92465416,96150704.0,-96.70053,58.49371
power-ledger,powr,Powerledger,0.284462,150955892,440,284809728.0,13130329.0,0.305335,0.282159,-0.020762009211980625,-6.80221,-10224143.104241729,-6.34331,529761884.726046,999506122.99937,1000000000.0,-84.93408,773.23906
stakewise-v3-oseth,oseth,StakeWise Staked ETH,3361.45,149515594,442,149515594.0,113975.0,3432.23,3289.93,-67.71204006273365,-1.9746,-2796545.453089744,-1.83606,44416.4629098,44416.4629098,,-20.7015,56.59726
zircuit,zrc,Zircuit,0.067744,148902090,443,678393087.0,54749643.0,0.070737,0.062722,0.00116768,1.7539,2958122.0,2.02689,2194923458.0,10000000000.0,10000000000.0,-30.26272,17.06754
lift-dollar,usdl,Lift Dollar,1.002,148866356,444,148866356.0,576433.0,1.01,0.980907,0.00454641,0.45561,677737.0,0.45735,148527360.6736517,148527360.6736517,,-3.10815,3.27994
adventure-gold,agld,Adventure Gold,1.92,148766584,445,148766584.0,63281953.0,2.15,1.9,-0.12676177990229376,-6.20168,-12293093.13519162,-7.63263,77310001.0,77310001.0,80000000.0,-75.17642,818.20656
iexec-rlc,rlc,iExec RLC,2.05,148644900,446,178662878.0,6240184.0,2.1,1.98,-0.04122753506125898,-1.9726,-2435322.2273111045,-1.61194,72382548.06525737,86999784.9868455,86999784.9868455,-86.76103,1235.01851
kamino,kmno,Kamino,0.109809,148558034,447,1100429883.0,26781157.0,0.119496,0.107716,-0.00968665903917329,-8.10628,-13366978.921583444,-8.25504,1350000000.0,10000000000.0,10000000000.0,-55.54172,468.97573
gho,gho,GHO,1.0,148400166,448,148400166.0,5425792.0,1.006,0.985324,0.00153821,0.15399,88725.0,0.05982,148268339.9612507,148268339.9612507,,-3.17735,8.7295
liquity,lqty,Liquity,1.52,147684575,449,152348842.0,24967643.0,1.58,1.5,-0.05308366752163996,-3.37629,-5265252.79253304,-3.44247,96938430.00211047,100000000.0,100000000.0,-98.96117,208.58787
ponke,ponke,PONKE,0.266942,147018006,450,148600844.0,12535385.0,0.278546,0.261696,-0.008892520019675498,-3.22386,-4039351.1568867266,-2.67405,549623853.6321399,555541260.5966033,555555555.0,-68.00332,2784.28168
mines-of-dalarnia,dar,Mines of Dalarnia,0.191855,146416011,451,188642960.0,4652986.0,0.204673,0.185068,0.00241478,1.2747,12883178.0,9.64795,620923298.411253,800000000.0,800000000.0,-96.99358,152.48565
osaka-protocol,osak,Osaka Protocol,1.89757e-07,145964737,452,145964737.0,92400.0,1.95325e-07,1.83527e-07,-2.01976127e-09,-1.05319,-1496218.3993257284,-1.01465,761459784660251.2,761459784660251.2,1000000000000000.0,-56.37704,1385.17766
max-2,max,MAX,0.145668,145487031,453,145487031.0,13855720.0,0.170716,0.136449,-0.02504710057579987,-14.67183,-18308211.802423894,-11.1775,999840970.098022,999840970.098022,1000000000.0,-28.22138,6808.97035
smooth-love-potion,slp,Smooth Love Potion,0.00351674,145217091,454,145217091.0,12277336.0,0.00362228,0.00337859,-1.0491332710693e-05,-0.29744,-827135.1548436284,-0.56636,41193257955.0,41193257955.0,,-99.11568,170.30634
ong,ong,Ontology Gas,0.359975,144906425,455,360337984.0,9995808.0,0.3917,0.352554,-0.019769180310632073,-5.20592,-7839273.978162855,-5.13224,402140300.8414432,1000000000.0,1000000000.0,-91.79554,748.53311
bybit-staked-sol,bbsol,Bybit Staked SOL,195.66,144582861,456,144582861.0,3857282.0,202.39,192.15,-6.411312828568242,-3.17286,-3918610.942952454,-2.63877,735685.395206464,735685.395206464,,-28.31317,60.46315
andy-the-wisguy,andy,ANDY ETH,0.00014425,144364307,457,144364307.0,2409399.0,0.000154,0.00014052,-9.744495151277e-06,-6.32772,-9622186.6713472,-6.24872,1000000000000.0,1000000000000.0,1000000000000.0,-59.13659,60041.92071
venus,xvs,Venus,8.67,143965590,458,258856876.0,24877596.0,9.51,8.48,-0.36560979858011855,-4.04626,-4539589.603113323,-3.05686,16543011.342728853,29745109.54325738,30000000.0,-94.06733,426.70114
carv,carv,CARV,0.829992,143656533,459,833140939.0,24798317.0,0.880073,0.823849,-0.04063464639485781,-4.66729,543058.0,0.37946,172427649.0,1000000000.0,1000000000.0,-38.98607,204.06297
centrifuge,cfg,Centrifuge,0.278578,142648625,460,155765938.0,1152521.0,0.289931,0.274936,-0.009913517223907152,-3.43633,-5789086.051042736,-3.90001,511752236.0,558810622.0,,-87.28926,92.19871
bouncebit,bb,BounceBit,0.346952,142595530,461,731259128.0,49533192.0,0.365235,0.341014,-0.015003780947207335,-4.1452,-5603596.136102796,-3.78113,409500000.0,2100000000.0,2100000000.0,-59.82212,49.50198
lofi-2,lofi,LOFI,0.141709,141688654,462,141688654.0,8201000.0,0.151885,0.117421,0.01924083,15.71092,19830506.0,16.27343,1000000000.0,1000000000.0,1000000000.0,-43.43298,1419.70804
ssv-network,ssv,SSV Network,19.92,141355014,463,237826622.0,54326411.0,20.83,19.51,-0.6867499946380171,-3.33298,-5399072.617675632,-3.67899,7085672.647228521,11921484.40999999,,-69.75508,442.20757
hypurr-fun,hfun,Hypurr Fun,140.42,140381430,464,140381437.0,3381373.0,145.66,134.21,0.140391,0.10008,1682892.0,1.21335,996980.85620116,996980.91159938,1000000.0,-53.49146,2039.72321
civic,cvc,Civic,0.173906,139778334,465,174287197.0,14553220.0,0.178178,0.16979,-0.00356408038155312,-2.00827,-2675812.606854558,-1.87837,802000010.0,1000000000.0,,-87.07813,1480.72011
taiko,taiko,Taiko,1.55,138949392,466,1554766584.0,13080555.0,1.6,1.5,-0.026825976735452173,-1.70313,-2470608.4037454724,-1.747,89369937.51056653,1000000000.0,1000000000.0,-59.2422,25.01232
blox,cdt,Blox,0.205372,138539362,467,205371535.0,525.01,,,,,,,674579184.17,1000000000.0,,-79.96761,12362.75584
l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),3236.39,138297072,468,138297072.0,101741187.0,3318.12,3164.72,-81.7265350225507,-2.46304,-6005613.84627521,-4.16182,42638.49572026745,42638.49572026745,,-20.69386,50.52263
saga-2,saga,Saga,1.26,137064458,469,1323551970.0,15207960.0,1.31,1.23,-0.029772965633070747,-2.31529,-2969352.581264019,-2.12045,108927901.0,1051853555.0,,-83.38237,49.23441
edu-coin,edu,Open Campus,0.524714,136669672,470,525442068.0,6944964.0,0.540422,0.521318,-0.013889539186892064,-2.57881,-3820688.0821786523,-2.71954,260104168.67965,1000000000.0,,-68.68037,39.72869
orbs,orbs,Orbs,0.02990668,135582275,473,299489345.0,9959877.0,0.03183034,0.02947815,-0.001309421785915185,-4.1947,-5389889.90109542,-3.82337,4527115158.6373,10000000000.0,10000000000.0,-91.69538,538.18626
banana-gun,banana,Banana Gun,38.95,135483200,471,330502196.0,23428435.0,42.03,37.56,-2.2954905069834766,-5.56583,-8137982.241972983,-5.66628,3465405.2478895634,8453624.084639847,10000000.0,-50.43058,659.80085
stratis,strax,Stratis,0.08043,135438271,472,147560539.0,13512039.0,0.093878,0.079806,-0.002358625108939361,-2.84896,-3297020.3448951542,-2.37648,1675902671.2305,1825902671.2305,,-99.64652,605.44327
coin98,c98,Coin98,0.15078,134884615,474,150826116.0,15591157.0,0.156233,0.146143,-0.004434722567731531,-2.85715,-4748950.554060996,-3.40101,894305432.0,1000000000.0,1000000000.0,-97.64845,66.03847
smardex,sdex,SmarDex,0.01477494,133644873,475,147544039.0,1249953.0,0.01495006,0.01437118,6.145e-05,0.41767,927491.0,0.69885,9043649557.45196,9984195846.9716,10000000000.0,-44.01253,768.05017
magic,magic,Treasure,0.462291,133567173,476,161299892.0,23770377.0,0.490819,0.457113,-0.02249965660820341,-4.6411,-14565814.31470558,-9.83293,287907965.5728138,347686654.325651,347714007.0,-92.66219,2220.93308
joe,joe,JOE,0.346985,131710494,478,173440156.0,7066693.0,0.360402,0.340708,-0.009027742044988851,-2.53579,-3882988.9088754207,-2.8637,379479110.1578411,499708976.8548112,500000000.0,-93.17777,1205.29468
chill-guy,chillguy,Just a chill guy,0.131026,131624651,479,131624651.0,31322644.0,0.143722,0.126607,-0.004624155839239946,-3.40888,-4421310.353676289,-3.24987,999959597.144829,999959597.144829,1000000000.0,-79.9782,2079.41177
suilend,send,Suilend,2.68,131386740,480,269676990.0,8271229.0,2.75,2.41,0.155129,6.15087,8950157.0,7.31004,48720041.0,100000000.0,100000000.0,-32.58563,50.11655
kelp-gain,ageth,Kelp Gain,3334.19,131319165,481,131319165.0,1000970.0,3406.89,3235.28,-68.89132946064137,-2.02438,-2805374.411771342,-2.09162,39337.42382639282,39337.42382639282,,-20.47452,52.13057
mass-vehicle-ledger,mvl,MVL,0.00495127,131145558,477,140223833.0,3888102.0,0.00660542,0.00495539,-0.000165626158550529,-3.23685,-1745755.052730322,-1.31367,26002958863.10265,27802958863.0,30000000000.0,-92.89364,3280.0572
sathosi-airlines-token,jet,Satoshi Airline,1.21,131120537,483,606424737.0,1576283.0,1.23,1.19,0.01390282,1.1606,1508276.0,1.16368,108109489.0,500000000.0,500000000.0,-7.23796,40235492.61347
stp-network,stpt,STP,0.067183,130834848,482,130834848.0,10282150.0,0.075747,0.067131,-0.007309252639919592,-9.81213,-12882609.745457754,-8.96384,1942420283.027067,1942420283.027067,1942420283.027067,-75.00451,943.84395
nodeai,gpu,NodeAI,1.34,130162892,484,133427285.0,1369313.0,1.47,1.33,-0.13361057949120503,-9.08379,-10803921.594737768,-7.66416,97153156.22085401,99589689.19939649,100000000.0,-53.26011,3477.29383
steem,steem,Steem,0.270138,130038714,485,130123056.0,43668206.0,0.297758,0.266214,-0.02422975373851388,-8.23111,-11202849.382394165,-7.93169,480257808.298,480569298.625,,-96.69914,275.58974
altura,alu,Altura,0.131497,130006577,486,130006577.0,32056693.0,0.134698,0.118024,0.01146488,9.55152,10333060.0,8.63438,990000000.0,990000000.0,990000000.0,-71.63008,5039.02502
secret,scrt,Secret,0.435306,129837018,487,136640639.0,7250306.0,0.447378,0.423603,-0.00747157981398161,-1.68743,-2613525.409659952,-1.97321,298208001.9914768,313834472.791743,,-95.81214,165.56649
synapse-2,syn,Synapse,0.590927,129715725,488,148032342.0,9565182.0,0.602989,0.564124,-0.004224306163145508,-0.70979,-1044155.676156953,-0.79853,219066529.0,250000000.0,250000000.0,-87.88984,122.59193
cronos-bridged-usdc-cronos,usdc,Cronos Bridged USDC (Cronos),0.997435,129527270,489,129527270.0,1848437.0,1.009,0.990013,-0.004147693081958059,-0.41411,262525.0,0.20309,129445548.315541,129445548.315541,,-6.02225,6.26477
pundi-x-2,pundix,Pundi X,0.500258,129227156,490,129227156.0,11137210.0,0.550155,0.494795,-0.01937479295853639,-3.72856,-4738210.712503478,-3.53689,258394551.0999244,258394551.0999244,258394551.0999244,-95.05532,75.89252
dkargo,dka,dKargo,0.02731842,128132265,491,136698718.0,7184319.0,0.02943118,0.02622517,-0.000217755844294027,-0.7908,-1153435.1720033437,-0.89216,4686666667.0,5000000000.0,5000000000.0,-96.10961,79.08041
